0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00
2.110552787780761719e-02,9.995617143100370139e-02,6.675458768701368068e-06
3.705477714538574219e-02,9.995366624134036093e-02,6.670930204391528941e-06
8.074283599853515625e-02,9.995366621118401129e-02,6.675809430522425574e-06
1.339755058288574219e-01,9.995366770755825803e-02,6.713911288994568800e-06
1.641175746917724609e-01,9.995455516874444946e-02,3.491198650308301465e-06
1.968724727630615234e-01,9.998955316673886762e-02,-3.288526622739703530e-05
2.659325599670410156e-01,1.001152121537375178e-01,-1.381788111275423885e-04
2.988362312316894531e-01,1.003833781310035783e-01,-3.551679471569103939e-04
3.368518352508544922e-01,1.008066792242188203e-01,-7.276234297420943907e-04
3.805310726165771484e-01,1.013814777335550060e-01,-1.253703710566390775e-03
4.131877422332763672e-01,1.021076808264611419e-01,-1.900464344743885061e-03
4.475123882293701172e-01,1.029683652042818059e-01,-2.651282867993435405e-03
4.978106021881103516e-01,1.039613066252721429e-01,-3.501600200441214953e-03
5.257835388183593750e-01,1.050824980053756130e-01,-4.439510918061518110e-03
5.710256099700927734e-01,1.063306287470075912e-01,-5.482009219268958386e-03
6.082477569580078125e-01,1.077076004928594344e-01,-6.596587203562926174e-03
6.478462219238281250e-01,1.092020200662075918e-01,-7.785422117920530287e-03
6.924552917480468750e-01,1.108373588011439259e-01,-9.005930565616160344e-03
7.193965911865234375e-01,1.126474483231029861e-01,-1.021045804319295133e-02
7.464628219604492188e-01,1.146566284895431526e-01,-1.143496835245822948e-02
7.831532955169677734e-01,1.168673592631618297e-01,-1.267624074646322638e-02
8.160076141357421875e-01,1.193009122118135756e-01,-1.394645052941097946e-02
8.620398044586181641e-01,1.219505163197512898e-01,-1.520055102514474357e-02
9.025273323059082031e-01,1.248320080245400587e-01,-1.643278581472817912e-02
9.310698509216308594e-01,1.279369771467500638e-01,-1.760915211053184007e-02
9.692459106445312500e-01,1.312582280432953441e-01,-1.868625521082097410e-02
1.020251512527465820e+00,1.348129994287730615e-01,-1.971774162788639262e-02
1.057359695434570312e+00,1.385738502748964651e-01,-2.062040777131285071e-02
1.098393440246582031e+00,1.425359524385496346e-01,-2.137967129939510186e-02
1.143822193145751953e+00,1.466641954948949000e-01,-2.195576036124088221e-02
1.152749300003051758e+00,1.509331415759362915e-01,-2.231722456149767483e-02
1.180117130279541016e+00,1.553264960524826932e-01,-2.244459362117803836e-02
1.208389520645141602e+00,1.598338430150074707e-01,-2.232980365666036374e-02
1.242906570434570312e+00,1.643282028312338106e-01,-2.212161084530893732e-02
1.294421672821044922e+00,1.686820385287023938e-01,-2.181276885168840010e-02
1.339966773986816406e+00,1.730541134410877313e-01,-2.142056836810974502e-02
1.360294818878173828e+00,1.771032649609861620e-01,-2.090081963231832721e-02
1.422418355941772461e+00,1.810268495097088481e-01,-2.017750285367946733e-02
1.462827920913696289e+00,1.847975396930919834e-01,-1.914814512737374186e-02
1.488186836242675781e+00,1.884072652090177935e-01,-1.795905960882294983e-02
1.538036346435546875e+00,1.918613744601889992e-01,-1.657051183719229770e-02
1.574986696243286133e+00,1.951256400643770206e-01,-1.495421643967130565e-02
1.603126525878906250e+00,1.982067289540391797e-01,-1.314233421868062773e-02
1.623430490493774414e+00,2.011128645873111465e-01,-1.113787958391837529e-02
1.659938335418701172e+00,2.038223796954038991e-01,-8.913964036194807483e-03
1.690973043441772461e+00,2.063415185232335691e-01,-6.485308837686082351e-03
1.728765010833740234e+00,2.086655860368334392e-01,-3.863849407213668097e-03
1.761405467987060547e+00,2.107929762210461189e-01,-1.044306469063213672e-03
1.790930271148681641e+00,2.127179955319536131e-01,1.974122662607324941e-03
1.824034690856933594e+00,2.144488126439909603e-01,5.180170150685864394e-03
1.849119901657104492e+00,2.159864665032444619e-01,8.574959699041803662e-03
1.899950027465820312e+00,2.173039272056815352e-01,1.216377921641609294e-02
1.929709196090698242e+00,2.184327430169643869e-01,1.592266213821585952e-02
1.977398395538330078e+00,2.193537818341165790e-01,1.986593223072964653e-02
2.022604227066040039e+00,2.200753895884442757e-01,2.398417072360750635e-02
2.059951305389404297e+00,2.206580950544588804e-01,2.831528539022579172e-02
2.091515779495239258e+00,2.211059852829263817e-01,3.286786796192367466e-02
2.123286485671997070e+00,2.213972375442607721e-01,3.762105474755078616e-02
2.164899587631225586e+00,2.215362864201551041e-01,4.254450940967133277e-02
2.200281143188476562e+00,2.215106695977946683e-01,4.762458368958769062e-02
2.241950273513793945e+00,2.213059762092550731e-01,5.285452536368590026e-02
2.267993211746215820e+00,2.209303801709112669e-01,5.822737083194955143e-02
2.302983760833740234e+00,2.203736547560415093e-01,6.372195536043981368e-02
2.329300642013549805e+00,2.196389194181229132e-01,6.934473036286867287e-02
2.370618581771850586e+00,2.187242442176205448e-01,7.508397893635430920e-02
2.436601161956787109e+00,2.176305257405876104e-01,8.093601837872398119e-02
2.483763217926025391e+00,2.163577209015677405e-01,8.689800260257551923e-02
2.508982419967651367e+00,2.149054855730097857e-01,9.296254858631851359e-02
2.545032739639282227e+00,2.132769627516689914e-01,9.912875015666146317e-02
2.573585510253906250e+00,2.114618186348144191e-01,1.053860079322045396e-01
2.610318183898925781e+00,2.094876949806077360e-01,1.117315882417591333e-01
2.653371095657348633e+00,2.073363637496692113e-01,1.181622357186382644e-01
2.683986902236938477e+00,2.050049946667062972e-01,1.246734856530472002e-01
2.706915616989135742e+00,2.025007616660418619e-01,1.312647377903873869e-01
2.741421699523925781e+00,1.998303704391785063e-01,1.379226358846977196e-01
2.778994083404541016e+00,1.970072263897251208e-01,1.446465597681810544e-01
2.813434362411499023e+00,1.939906801176263795e-01,1.514330046011759245e-01
2.843881607055664062e+00,1.908093834085024254e-01,1.582797188885792794e-01
2.880649566650390625e+00,1.874858756465221099e-01,1.651718326173446660e-01
2.907897472381591797e+00,1.839989749646291084e-01,1.721144639223276540e-01
2.934486389160156250e+00,1.803362877985312529e-01,1.791007947162058800e-01
2.973639965057373047e+00,1.765225820815477520e-01,1.861249755007294282e-01
3.000749349594116211e+00,1.725582718663334625e-01,1.931891597578168085e-01
3.042528152465820312e+00,1.684427282932488557e-01,2.002795059196182392e-01
3.091113090515136719e+00,1.641630870552742705e-01,2.073946481991316704e-01
3.117067098617553711e+00,1.597441339584662612e-01,2.145266904518281503e-01
3.145278453826904297e+00,1.551874149986050555e-01,2.216808348909012349e-01
3.184857368469238281e+00,1.504676420403027737e-01,2.288499149844305247e-01
3.244153738021850586e+00,1.456126567306904596e-01,2.360169488860095477e-01
3.289591073989868164e+00,1.406346281451017477e-01,2.431887566570637982e-01
3.325503826141357422e+00,1.354153806464196697e-01,2.503396467855218410e-01
3.366442680358886719e+00,1.299721458864294132e-01,2.574921280459928075e-01
3.408072233200073242e+00,1.243517445947124045e-01,2.646278757650137869e-01
3.461072921752929688e+00,1.185931946517286839e-01,2.717376286224146842e-01
3.510504722595214844e+00,1.127020680291493937e-01,2.788246576899683915e-01
3.543399333953857422e+00,1.066804865987713846e-01,2.858860703018384353e-01
3.568232536315917969e+00,1.005489308796184422e-01,2.929001899384324203e-01
3.595175981521606445e+00,9.431618538041389166e-02,2.998751433043402859e-01
3.647015810012817383e+00,8.797946058892575083e-02,3.067930243245468036e-01
